epsilon,alpha,prob_empirica,array_size,c,time
0.075000, 0.250000, 0.975000, 131072, 65537, 0.192901
0.075000, 0.275000, 0.975000, 131072, 65537, 0.192816
0.075000, 0.300000, 0.975000, 131072, 65537, 0.192966
0.075000, 0.325000, 0.975000, 131072, 65537, 0.192542
0.075000, 0.350000, 0.975000, 131072, 65537, 0.192761
0.075000, 0.375000, 0.975000, 131072, 65537, 0.192559
0.075000, 0.400000, 0.975000, 131072, 65537, 0.192815
0.075000, 0.425000, 0.975000, 131072, 65537, 0.192858
0.075000, 0.450000, 0.975000, 131072, 65537, 0.193482
0.075000, 0.475000, 0.975000, 131072, 65537, 0.192634
0.075000, 0.500000, 0.975000, 131072, 65537, 0.192862
0.100000, 0.025000, 0.900000, 131072, 65537, 0.133249
0.100000, 0.050000, 0.900000, 131072, 65537, 0.133583
0.100000, 0.075000, 0.900000, 131072, 65537, 0.133454
0.100000, 0.100000, 0.900000, 131072, 65537, 0.133180
0.100000, 0.125000, 0.900000, 131072, 65537, 0.133621
0.100000, 0.150000, 0.900000, 131072, 65537, 0.133344
0.100000, 0.175000, 0.900000, 131072, 65537, 0.133453
0.100000, 0.200000, 0.900000, 131072, 65537, 0.133414
0.100000, 0.225000, 0.900000, 131072, 65537, 0.133634
0.100000, 0.250000, 0.900000, 131072, 65537, 0.133415
0.100000, 0.275000, 0.900000, 131072, 65537, 0.133240
0.100000, 0.300000, 0.900000, 131072, 65537, 0.133419
0.100000, 0.325000, 0.900000, 131072, 65537, 0.133436
0.100000, 0.350000, 0.900000, 131072, 65537, 0.133403
0.100000, 0.375000, 0.900000, 131072, 65537, 0.133427
0.100000, 0.400000, 0.900000, 131072, 65537, 0.133425
0.100000, 0.425000, 0.900000, 131072, 65537, 0.133459
0.100000, 0.450000, 0.900000, 131072, 65537, 0.133430
0.100000, 0.475000, 0.900000, 131072, 65537, 0.133408
0.100000, 0.500000, 0.900000, 131072, 65537, 0.133461
0.125000, 0.025000, 0.875000, 131072, 65537, 0.103908
0.125000, 0.050000, 0.875000, 131072, 65537, 0.103713
0.125000, 0.075000, 0.875000, 131072, 65537, 0.103734
0.125000, 0.100000, 0.875000, 131072, 65537, 0.103724
0.125000, 0.125000, 0.875000, 131072, 65537, 0.103733
0.125000, 0.150000, 0.875000, 131072, 65537, 0.103723
0.125000, 0.175000, 0.875000, 131072, 65537, 0.103728
0.125000, 0.200000, 0.875000, 131072, 65537, 0.103715
0.125000, 0.225000, 0.875000, 131072, 65537, 0.103929
0.125000, 0.250000, 0.875000, 131072, 65537, 0.103709
0.125000, 0.275000, 0.875000, 131072, 65537, 0.103839
0.125000, 0.300000, 0.875000, 131072, 65537, 0.103724
0.125000, 0.325000, 0.875000, 131072, 65537, 0.103717
0.125000, 0.350000, 0.875000, 131072, 65537, 0.103732
0.125000, 0.375000, 0.875000, 131072, 65537, 0.103693
0.125000, 0.400000, 0.875000, 131072, 65537, 0.103895
0.125000, 0.425000, 0.875000, 131072, 65537, 0.103718
0.125000, 0.450000, 0.875000, 131072, 65537, 0.103908
0.125000, 0.475000, 0.875000, 131072, 65537, 0.103709
0.125000, 0.500000, 0.875000, 131072, 65537, 0.103710
0.150000, 0.025000, 0.900000, 131072, 65537, 0.088968
0.150000, 0.050000, 0.900000, 131072, 65537, 0.088772
0.150000, 0.075000, 0.900000, 131072, 65537, 0.088964
0.150000, 0.100000, 0.900000, 131072, 65537, 0.088957
0.150000, 0.125000, 0.900000, 131072, 65537, 0.089103
0.150000, 0.150000, 0.900000, 131072, 65537, 0.088927
0.150000, 0.175000, 0.900000, 131072, 65537, 0.088964
0.150000, 0.200000, 0.900000, 131072, 65537, 0.088966
0.150000, 0.225000, 0.900000, 131072, 65537, 0.088947
0.150000, 0.250000, 0.900000, 131072, 65537, 0.088955
0.150000, 0.275000, 0.900000, 131072, 65537, 0.088833
0.150000, 0.300000, 0.900000, 131072, 65537, 0.089107
0.150000, 0.325000, 0.900000, 131072, 65537, 0.088969
0.150000, 0.350000, 0.900000, 131072, 65537, 0.088957
0.150000, 0.375000, 0.900000, 131072, 65537, 0.088953
0.150000, 0.400000, 0.900000, 131072, 65537, 0.088957
0.150000, 0.425000, 0.900000, 131072, 65537, 0.088854
0.150000, 0.450000, 0.900000, 131072, 65537, 0.089067
0.150000, 0.475000, 0.900000, 131072, 65537, 0.088770
0.150000, 0.500000, 0.900000, 131072, 65537, 0.088938
0.175000, 0.025000, 0.875000, 131072, 65537, 0.074204
0.175000, 0.050000, 0.875000, 131072, 65537, 0.074126
0.175000, 0.075000, 0.875000, 131072, 65537, 0.074281
0.175000, 0.100000, 0.875000, 131072, 65537, 0.074146
0.175000, 0.125000, 0.875000, 131072, 65537, 0.074090
0.175000, 0.150000, 0.875000, 131072, 65537, 0.074237
0.175000, 0.175000, 0.875000, 131072, 65537, 0.074144
0.175000, 0.200000, 0.875000, 131072, 65537, 0.074143
0.175000, 0.225000, 0.875000, 131072, 65537, 0.074153
0.175000, 0.250000, 0.875000, 131072, 65537, 0.074185
0.175000, 0.275000, 0.875000, 131072, 65537, 0.073999
0.175000, 0.300000, 0.875000, 131072, 65537, 0.074228
0.175000, 0.325000, 0.875000, 131072, 65537, 0.074025
0.175000, 0.350000, 0.875000, 131072, 65537, 0.074213
0.175000, 0.375000, 0.875000, 131072, 65537, 0.074007
0.175000, 0.400000, 0.875000, 131072, 65537, 0.074197
0.175000, 0.425000, 0.875000, 131072, 65537, 0.074193
0.175000, 0.450000, 0.875000, 131072, 65537, 0.074006
0.175000, 0.475000, 0.875000, 131072, 65537, 0.074225
0.175000, 0.500000, 0.875000, 131072, 65537, 0.074021
0.200000, 0.025000, 0.800000, 131072, 65537, 0.059449
0.200000, 0.050000, 0.800000, 131072, 65537, 0.059251
0.200000, 0.075000, 0.800000, 131072, 65537, 0.059249
0.200000, 0.100000, 0.800000, 131072, 65537, 0.059453
0.200000, 0.125000, 0.800000, 131072, 65537, 0.059376
0.200000, 0.150000, 0.800000, 131072, 65537, 0.059211
0.200000, 0.175000, 0.800000, 131072, 65537, 0.059261
0.200000, 0.200000, 0.800000, 131072, 65537, 0.059270
0.200000, 0.225000, 0.800000, 131072, 65537, 0.059266
0.200000, 0.250000, 0.800000, 131072, 65537, 0.059462
0.200000, 0.275000, 0.800000, 131072, 65537, 0.059222
0.200000, 0.300000, 0.800000, 131072, 65537, 0.059226
0.200000, 0.325000, 0.800000, 131072, 65537, 0.059463
0.200000, 0.350000, 0.800000, 131072, 65537, 0.059259
0.200000, 0.375000, 0.800000, 131072, 65537, 0.059454
0.200000, 0.400000, 0.800000, 131072, 65537, 0.059658
0.200000, 0.425000, 0.800000, 131072, 65537, 0.059250
0.200000, 0.450000, 0.800000, 131072, 65537, 0.059247
0.200000, 0.475000, 0.800000, 131072, 65537, 0.059276
0.200000, 0.500000, 0.800000, 131072, 65537, 0.059271
0.225000, 0.025000, 0.900000, 131072, 65537, 0.059322
0.225000, 0.050000, 0.900000, 131072, 65537, 0.059209
0.225000, 0.075000, 0.900000, 131072, 65537, 0.059444
0.225000, 0.100000, 0.900000, 131072, 65537, 0.059244
0.225000, 0.125000, 0.900000, 131072, 65537, 0.059253
0.225000, 0.150000, 0.900000, 131072, 65537, 0.059443
0.225000, 0.175000, 0.900000, 131072, 65537, 0.059064
0.225000, 0.200000, 0.900000, 131072, 65537, 0.059250
0.225000, 0.225000, 0.900000, 131072, 65537, 0.059225
0.225000, 0.250000, 0.900000, 131072, 65537, 0.059408
0.225000, 0.275000, 0.900000, 131072, 65537, 0.059242
0.225000, 0.300000, 0.900000, 131072, 65537, 0.059251
0.225000, 0.325000, 0.900000, 131072, 65537, 0.059666
0.225000, 0.350000, 0.900000, 131072, 65537, 0.059208
0.225000, 0.375000, 0.900000, 131072, 65537, 0.059252
0.225000, 0.400000, 0.900000, 131072, 65537, 0.059458
0.225000, 0.425000, 0.900000, 131072, 65537, 0.059248
0.225000, 0.450000, 0.900000, 131072, 65537, 0.059248
0.225000, 0.475000, 0.900000, 131072, 65537, 0.059253
0.225000, 0.500000, 0.900000, 131072, 65537, 0.059243
0.250000, 0.025000, 0.750000, 131072, 65537, 0.044893
0.250000, 0.050000, 0.750000, 131072, 65537, 0.044500
0.250000, 0.075000, 0.750000, 131072, 65537, 0.044497
0.250000, 0.100000, 0.750000, 131072, 65537, 0.044498
0.250000, 0.125000, 0.750000, 131072, 65537, 0.044301
0.250000, 0.150000, 0.750000, 131072, 65537, 0.044471
0.250000, 0.175000, 0.750000, 131072, 65537, 0.044501
0.250000, 0.200000, 0.750000, 131072, 65537, 0.044479
0.250000, 0.225000, 0.750000, 131072, 65537, 0.044501
0.250000, 0.250000, 0.750000, 131072, 65537, 0.044492
0.250000, 0.275000, 0.750000, 131072, 65537, 0.044474
0.250000, 0.300000, 0.750000, 131072, 65537, 0.044485
0.250000, 0.325000, 0.750000, 131072, 65537, 0.044501
0.250000, 0.350000, 0.750000, 131072, 65537, 0.044489
0.250000, 0.375000, 0.750000, 131072, 65537, 0.044496
0.250000, 0.400000, 0.750000, 131072, 65537, 0.044285
0.250000, 0.425000, 0.750000, 131072, 65537, 0.044500
0.250000, 0.450000, 0.750000, 131072, 65537, 0.044533
0.250000, 0.475000, 0.750000, 131072, 65537, 0.044435
0.250000, 0.500000, 0.750000, 131072, 65537, 0.044491
0.275000, 0.025000, 0.825000, 131072, 65537, 0.044482
0.275000, 0.050000, 0.825000, 131072, 65537, 0.044497
0.275000, 0.075000, 0.825000, 131072, 65537, 0.044498
0.275000, 0.100000, 0.825000, 131072, 65537, 0.044557
0.275000, 0.125000, 0.825000, 131072, 65537, 0.044429
0.275000, 0.150000, 0.825000, 131072, 65537, 0.044498
0.275000, 0.175000, 0.825000, 131072, 65537, 0.044498
0.275000, 0.200000, 0.825000, 131072, 65537, 0.044496
0.275000, 0.225000, 0.825000, 131072, 65537, 0.044295
0.275000, 0.250000, 0.825000, 131072, 65537, 0.044499
0.275000, 0.275000, 0.825000, 131072, 65537, 0.044492
0.275000, 0.300000, 0.825000, 131072, 65537, 0.044501
0.275000, 0.325000, 0.825000, 131072, 65537, 0.044456
0.275000, 0.350000, 0.825000, 131072, 65537, 0.044319
0.275000, 0.375000, 0.825000, 131072, 65537, 0.044692
0.275000, 0.400000, 0.825000, 131072, 65537, 0.044299
0.275000, 0.425000, 0.825000, 131072, 65537, 0.044499
0.275000, 0.450000, 0.825000, 131072, 65537, 0.044497
0.275000, 0.475000, 0.825000, 131072, 65537, 0.044498
0.275000, 0.500000, 0.825000, 131072, 65537, 0.044498
0.300000, 0.025000, 0.900000, 131072, 65537, 0.044293
0.300000, 0.050000, 0.900000, 131072, 65537, 0.044690
0.300000, 0.075000, 0.900000, 131072, 65537, 0.044469
0.300000, 0.100000, 0.900000, 131072, 65537, 0.044297
0.300000, 0.125000, 0.900000, 131072, 65537, 0.044486
0.300000, 0.150000, 0.900000, 131072, 65537, 0.044511
0.300000, 0.175000, 0.900000, 131072, 65537, 0.044491
0.300000, 0.200000, 0.900000, 131072, 65537, 0.044692
0.300000, 0.225000, 0.900000, 131072, 65537, 0.044297
0.300000, 0.250000, 0.900000, 131072, 65537, 0.044491
0.300000, 0.275000, 0.900000, 131072, 65537, 0.044481
0.300000, 0.300000, 0.900000, 131072, 65537, 0.044484
0.300000, 0.325000, 0.900000, 131072, 65537, 0.044487
0.300000, 0.350000, 0.900000, 131072, 65537, 0.044299
0.300000, 0.375000, 0.900000, 131072, 65537, 0.044493
0.300000, 0.400000, 0.900000, 131072, 65537, 0.044497
0.300000, 0.425000, 0.900000, 131072, 65537, 0.044495
0.300000, 0.450000, 0.900000, 131072, 65537, 0.044493
0.300000, 0.475000, 0.900000, 131072, 65537, 0.044693
0.300000, 0.500000, 0.900000, 131072, 65537, 0.044282
0.325000, 0.025000, 0.975000, 131072, 65537, 0.044496
0.325000, 0.050000, 0.975000, 131072, 65537, 0.044488
0.325000, 0.075000, 0.975000, 131072, 65537, 0.044489
0.325000, 0.100000, 0.975000, 131072, 65537, 0.044484
0.325000, 0.125000, 0.975000, 131072, 65537, 0.044494
0.325000, 0.150000, 0.975000, 131072, 65537, 0.044298
0.325000, 0.175000, 0.975000, 131072, 65537, 0.044496
0.325000, 0.200000, 0.975000, 131072, 65537, 0.044478
0.325000, 0.225000, 0.975000, 131072, 65537, 0.044481
0.325000, 0.250000, 0.975000, 131072, 65537, 0.044473
0.325000, 0.275000, 0.975000, 131072, 65537, 0.044444
0.325000, 0.300000, 0.975000, 131072, 65537, 0.044470
0.325000, 0.325000, 0.975000, 131072, 65537, 0.044446
0.325000, 0.350000, 0.975000, 131072, 65537, 0.044480
0.325000, 0.375000, 0.975000, 131072, 65537, 0.044483
0.325000, 0.400000, 0.975000, 131072, 65537, 0.044487
0.325000, 0.425000, 0.975000, 131072, 65537, 0.044491
0.325000, 0.450000, 0.975000, 131072, 65537, 0.044554
0.325000, 0.475000, 0.975000, 131072, 65537, 0.044430
0.325000, 0.500000, 0.975000, 131072, 65537, 0.044485
0.350000, 0.025000, 0.700000, 131072, 65537, 0.029732
0.350000, 0.050000, 0.700000, 131072, 65537, 0.029534
0.350000, 0.075000, 0.700000, 131072, 65537, 0.029725
0.350000, 0.100000, 0.700000, 131072, 65537, 0.029531
0.350000, 0.125000, 0.700000, 131072, 65537, 0.029728
0.350000, 0.150000, 0.700000, 131072, 65537, 0.029516
0.350000, 0.175000, 0.700000, 131072, 65537, 0.029726
0.350000, 0.200000, 0.700000, 131072, 65537, 0.029733
0.350000, 0.225000, 0.700000, 131072, 65537, 0.029525
0.350000, 0.250000, 0.700000, 131072, 65537, 0.029713
0.350000, 0.275000, 0.700000, 131072, 65537, 0.029730
0.350000, 0.300000, 0.700000, 131072, 65537, 0.029532
0.350000, 0.325000, 0.700000, 131072, 65537, 0.029721
0.350000, 0.350000, 0.700000, 131072, 65537, 0.029527
0.350000, 0.375000, 0.700000, 131072, 65537, 0.029728
0.350000, 0.400000, 0.700000, 131072, 65537, 0.029727
0.350000, 0.425000, 0.700000, 131072, 65537, 0.029526
0.350000, 0.450000, 0.700000, 131072, 65537, 0.029735
0.350000, 0.475000, 0.700000, 131072, 65537, 0.029724
0.350000, 0.500000, 0.700000, 131072, 65537, 0.029533
0.375000, 0.025000, 0.750000, 131072, 65537, 0.029738
0.375000, 0.050000, 0.750000, 131072, 65537, 0.029726
0.375000, 0.075000, 0.750000, 131072, 65537, 0.029537
0.375000, 0.100000, 0.750000, 131072, 65537, 0.029728
0.375000, 0.125000, 0.750000, 131072, 65537, 0.029536
0.375000, 0.150000, 0.750000, 131072, 65537, 0.029720
0.375000, 0.175000, 0.750000, 131072, 65537, 0.029728
0.375000, 0.200000, 0.750000, 131072, 65537, 0.029526
0.375000, 0.225000, 0.750000, 131072, 65537, 0.029727
0.375000, 0.250000, 0.750000, 131072, 65537, 0.029725
0.375000, 0.275000, 0.750000, 131072, 65537, 0.029534
0.375000, 0.300000, 0.750000, 131072, 65537, 0.029727
0.375000, 0.325000, 0.750000, 131072, 65537, 0.029735
0.375000, 0.350000, 0.750000, 131072, 65537, 0.029536
0.375000, 0.375000, 0.750000, 131072, 65537, 0.029716
0.375000, 0.400000, 0.750000, 131072, 65537, 0.029730
0.375000, 0.425000, 0.750000, 131072, 65537, 0.029530
0.375000, 0.450000, 0.750000, 131072, 65537, 0.029693
0.375000, 0.475000, 0.750000, 131072, 65537, 0.029724
0.375000, 0.500000, 0.750000, 131072, 65537, 0.029528
0.400000, 0.025000, 0.800000, 131072, 65537, 0.029728
0.400000, 0.050000, 0.800000, 131072, 65537, 0.029535
0.400000, 0.075000, 0.800000, 131072, 65537, 0.029752
0.400000, 0.100000, 0.800000, 131072, 65537, 0.029698
0.400000, 0.125000, 0.800000, 131072, 65537, 0.029530
0.400000, 0.150000, 0.800000, 131072, 65537, 0.029729
0.400000, 0.175000, 0.800000, 131072, 65537, 0.029724
0.400000, 0.200000, 0.800000, 131072, 65537, 0.029537
0.400000, 0.225000, 0.800000, 131072, 65537, 0.029734
0.400000, 0.250000, 0.800000, 131072, 65537, 0.029603
0.400000, 0.275000, 0.800000, 131072, 65537, 0.029654
0.400000, 0.300000, 0.800000, 131072, 65537, 0.029732
0.400000, 0.325000, 0.800000, 131072, 65537, 0.029492
0.400000, 0.350000, 0.800000, 131072, 65537, 0.029722
0.400000, 0.375000, 0.800000, 131072, 65537, 0.029521
0.400000, 0.400000, 0.800000, 131072, 65537, 0.029711
0.400000, 0.425000, 0.800000, 131072, 65537, 0.029637
0.400000, 0.450000, 0.800000, 131072, 65537, 0.029603
0.400000, 0.475000, 0.800000, 131072, 65537, 0.029728
0.400000, 0.500000, 0.800000, 131072, 65537, 0.029590
0.425000, 0.025000, 0.850000, 131072, 65537, 0.029666
0.425000, 0.050000, 0.850000, 131072, 65537, 0.029529
0.425000, 0.075000, 0.850000, 131072, 65537, 0.029732
0.425000, 0.100000, 0.850000, 131072, 65537, 0.029729
0.425000, 0.125000, 0.850000, 131072, 65537, 0.029526
0.425000, 0.150000, 0.850000, 131072, 65537, 0.029721
0.425000, 0.175000, 0.850000, 131072, 65537, 0.029721
0.425000, 0.200000, 0.850000, 131072, 65537, 0.029522
0.425000, 0.225000, 0.850000, 131072, 65537, 0.029721
0.425000, 0.250000, 0.850000, 131072, 65537, 0.029727
0.425000, 0.275000, 0.850000, 131072, 65537, 0.029527
0.425000, 0.300000, 0.850000, 131072, 65537, 0.029708
0.425000, 0.325000, 0.850000, 131072, 65537, 0.029730
0.425000, 0.350000, 0.850000, 131072, 65537, 0.029532
0.425000, 0.375000, 0.850000, 131072, 65537, 0.029856
0.425000, 0.400000, 0.850000, 131072, 65537, 0.029594
0.425000, 0.425000, 0.850000, 131072, 65537, 0.029531
0.425000, 0.450000, 0.850000, 131072, 65537, 0.029723
0.425000, 0.475000, 0.850000, 131072, 65537, 0.029531
0.425000, 0.500000, 0.850000, 131072, 65537, 0.029736
0.450000, 0.025000, 0.900000, 131072, 65537, 0.029712
0.450000, 0.050000, 0.900000, 131072, 65537, 0.029530
0.450000, 0.075000, 0.900000, 131072, 65537, 0.029725
0.450000, 0.100000, 0.900000, 131072, 65537, 0.029702
0.450000, 0.125000, 0.900000, 131072, 65537, 0.029737
0.450000, 0.150000, 0.900000, 131072, 65537, 0.029530
0.450000, 0.175000, 0.900000, 131072, 65537, 0.029714
0.450000, 0.200000, 0.900000, 131072, 65537, 0.029721
0.450000, 0.225000, 0.900000, 131072, 65537, 0.029718
0.450000, 0.250000, 0.900000, 131072, 65537, 0.029530
0.450000, 0.275000, 0.900000, 131072, 65537, 0.029730
0.450000, 0.300000, 0.900000, 131072, 65537, 0.029734
0.450000, 0.325000, 0.900000, 131072, 65537, 0.029532
0.450000, 0.350000, 0.900000, 131072, 65537, 0.029727
0.450000, 0.375000, 0.900000, 131072, 65537, 0.029735
0.450000, 0.400000, 0.900000, 131072, 65537, 0.029520
0.450000, 0.425000, 0.900000, 131072, 65537, 0.029730
0.450000, 0.450000, 0.900000, 131072, 65537, 0.029716
0.450000, 0.475000, 0.900000, 131072, 65537, 0.029532
0.450000, 0.500000, 0.900000, 131072, 65537, 0.029725
0.475000, 0.025000, 0.950000, 131072, 65537, 0.029560
0.475000, 0.050000, 0.950000, 131072, 65537, 0.029698
0.475000, 0.075000, 0.950000, 131072, 65537, 0.029733
0.475000, 0.100000, 0.950000, 131072, 65537, 0.029521
0.475000, 0.125000, 0.950000, 131072, 65537, 0.029528
0.475000, 0.150000, 0.950000, 131072, 65537, 0.029712
0.475000, 0.175000, 0.950000, 131072, 65537, 0.029727
0.475000, 0.200000, 0.950000, 131072, 65537, 0.029724
0.475000, 0.225000, 0.950000, 131072, 65537, 0.029527
0.475000, 0.250000, 0.950000, 131072, 65537, 0.029701
0.475000, 0.275000, 0.950000, 131072, 65537, 0.029687
0.475000, 0.300000, 0.950000, 131072, 65537, 0.029517
0.475000, 0.325000, 0.950000, 131072, 65537, 0.029731
0.475000, 0.350000, 0.950000, 131072, 65537, 0.029735
0.475000, 0.375000, 0.950000, 131072, 65537, 0.029527
0.475000, 0.400000, 0.950000, 131072, 65537, 0.029701
0.475000, 0.425000, 0.950000, 131072, 65537, 0.029520
0.475000, 0.450000, 0.950000, 131072, 65537, 0.029726
0.475000, 0.475000, 0.950000, 131072, 65537, 0.029529
0.475000, 0.500000, 0.950000, 131072, 65537, 0.029733
0.500000, 0.025000, 0.500000, 131072, 65537, 0.014771
0.500000, 0.050000, 0.500000, 131072, 65537, 0.014964
0.500000, 0.075000, 0.500000, 131072, 65537, 0.014764
0.500000, 0.100000, 0.500000, 131072, 65537, 0.014769
0.500000, 0.125000, 0.500000, 131072, 65537, 0.014969
0.500000, 0.150000, 0.500000, 131072, 65537, 0.014766
0.500000, 0.175000, 0.500000, 131072, 65537, 0.014767
0.500000, 0.200000, 0.500000, 131072, 65537, 0.014754
0.500000, 0.225000, 0.500000, 131072, 65537, 0.014749
0.500000, 0.250000, 0.500000, 131072, 65537, 0.014964
0.500000, 0.275000, 0.500000, 131072, 65537, 0.014761
0.500000, 0.300000, 0.500000, 131072, 65537, 0.014766
0.500000, 0.325000, 0.500000, 131072, 65537, 0.014771
0.500000, 0.350000, 0.500000, 131072, 65537, 0.015088
0.500000, 0.375000, 0.500000, 131072, 65537, 0.014645
0.500000, 0.400000, 0.500000, 131072, 65537, 0.014960
0.500000, 0.425000, 0.500000, 131072, 65537, 0.014771
0.500000, 0.450000, 0.500000, 131072, 65537, 0.014767
0.500000, 0.475000, 0.500000, 131072, 65537, 0.014969
0.500000, 0.500000, 0.500000, 131072, 65537, 0.014770
0.025000, 0.025000, 0.975000, 262144, 131073, 1.211510
0.025000, 0.050000, 0.975000, 262144, 131073, 1.211911
0.025000, 0.075000, 0.975000, 262144, 131073, 1.211991
0.025000, 0.100000, 0.975000, 262144, 131073, 1.212665
0.025000, 0.125000, 0.975000, 262144, 131073, 1.214624
0.025000, 0.150000, 0.975000, 262144, 131073, 1.213672
0.025000, 0.175000, 0.975000, 262144, 131073, 1.213810
0.025000, 0.200000, 0.975000, 262144, 131073, 1.214218
0.025000, 0.225000, 0.975000, 262144, 131073, 1.213834
0.025000, 0.250000, 0.975000, 262144, 131073, 1.213785
0.025000, 0.275000, 0.975000, 262144, 131073, 1.213407
0.025000, 0.300000, 0.975000, 262144, 131073, 1.214233
0.025000, 0.325000, 0.975000, 262144, 131073, 1.213218
0.025000, 0.350000, 0.975000, 262144, 131073, 1.211815
0.025000, 0.375000, 0.975000, 262144, 131073, 1.212329
0.025000, 0.400000, 0.975000, 262144, 131073, 1.212185
0.025000, 0.425000, 0.975000, 262144, 131073, 1.211854
0.025000, 0.450000, 0.975000, 262144, 131073, 1.212639
0.025000, 0.475000, 0.975000, 262144, 131073, 1.213834
0.025000, 0.500000, 0.975000, 262144, 131073, 1.212122
0.050000, 0.025000, 0.950000, 262144, 131073, 0.590593
0.050000, 0.050000, 0.950000, 262144, 131073, 0.590313
0.050000, 0.075000, 0.950000, 262144, 131073, 0.590707
0.050000, 0.100000, 0.950000, 262144, 131073, 0.590543
0.050000, 0.125000, 0.950000, 262144, 131073, 0.590556
0.050000, 0.150000, 0.950000, 262144, 131073, 0.590289
0.050000, 0.175000, 0.950000, 262144, 131073, 0.590907
0.050000, 0.200000, 0.950000, 262144, 131073, 0.590758
0.050000, 0.225000, 0.950000, 262144, 131073, 0.590557
0.050000, 0.250000, 0.950000, 262144, 131073, 0.590465
0.050000, 0.275000, 0.950000, 262144, 131073, 0.590891
0.050000, 0.300000, 0.950000, 262144, 131073, 0.590346
0.050000, 0.325000, 0.950000, 262144, 131073, 0.590586
0.050000, 0.350000, 0.950000, 262144, 131073, 0.590410
0.050000, 0.375000, 0.950000, 262144, 131073, 0.590836
0.050000, 0.400000, 0.950000, 262144, 131073, 0.590966
0.050000, 0.425000, 0.950000, 262144, 131073, 0.590810
0.050000, 0.450000, 0.950000, 262144, 131073, 0.590585
0.050000, 0.475000, 0.950000, 262144, 131073, 0.590574
0.050000, 0.500000, 0.950000, 262144, 131073, 0.590015
0.075000, 0.025000, 0.975000, 262144, 131073, 0.404134
0.075000, 0.050000, 0.975000, 262144, 131073, 0.404111
0.075000, 0.075000, 0.975000, 262144, 131073, 0.403890
0.075000, 0.100000, 0.975000, 262144, 131073, 0.404326
0.075000, 0.125000, 0.975000, 262144, 131073, 0.403918
0.075000, 0.150000, 0.975000, 262144, 131073, 0.404065
0.075000, 0.175000, 0.975000, 262144, 131073, 0.404094
0.075000, 0.200000, 0.975000, 262144, 131073, 0.403918
0.075000, 0.225000, 0.975000, 262144, 131073, 0.404464
0.075000, 0.250000, 0.975000, 262144, 131073, 0.404323
0.075000, 0.275000, 0.975000, 262144, 131073, 0.403885
0.075000, 0.300000, 0.975000, 262144, 131073, 0.403936
0.075000, 0.325000, 0.975000, 262144, 131073, 0.404135
0.075000, 0.350000, 0.975000, 262144, 131073, 0.403908
0.075000, 0.375000, 0.975000, 262144, 131073, 0.403696
0.075000, 0.400000, 0.975000, 262144, 131073, 0.403691
0.075000, 0.425000, 0.975000, 262144, 131073, 0.403890
0.075000, 0.450000, 0.975000, 262144, 131073, 0.403916
0.075000, 0.475000, 0.975000, 262144, 131073, 0.403883
0.075000, 0.500000, 0.975000, 262144, 131073, 0.403730
0.100000, 0.025000, 0.900000, 262144, 131073, 0.279733
0.100000, 0.050000, 0.900000, 262144, 131073, 0.279526
0.100000, 0.075000, 0.900000, 262144, 131073, 0.279719
0.100000, 0.100000, 0.900000, 262144, 131073, 0.279712
0.100000, 0.125000, 0.900000, 262144, 131073, 0.279506
0.100000, 0.150000, 0.900000, 262144, 131073, 0.279745
0.100000, 0.175000, 0.900000, 262144, 131073, 0.279515
0.100000, 0.200000, 0.900000, 262144, 131073, 0.279317
0.100000, 0.225000, 0.900000, 262144, 131073, 0.279709
0.100000, 0.250000, 0.900000, 262144, 131073, 0.279714
0.100000, 0.275000, 0.900000, 262144, 131073, 0.279751
0.100000, 0.300000, 0.900000, 262144, 131073, 0.279739
0.100000, 0.325000, 0.900000, 262144, 131073, 0.279531
0.100000, 0.350000, 0.900000, 262144, 131073, 0.279646
0.100000, 0.375000, 0.900000, 262144, 131073, 0.279735
0.100000, 0.400000, 0.900000, 262144, 131073, 0.279913
0.100000, 0.425000, 0.900000, 262144, 131073, 0.279915
0.100000, 0.450000, 0.900000, 262144, 131073, 0.279923
0.100000, 0.475000, 0.900000, 262144, 131073, 0.279736
0.100000, 0.500000, 0.900000, 262144, 131073, 0.279930
0.125000, 0.025000, 0.875000, 262144, 131073, 0.217644
0.125000, 0.050000, 0.875000, 262144, 131073, 0.217431
0.125000, 0.075000, 0.875000, 262144, 131073, 0.217627
0.125000, 0.100000, 0.875000, 262144, 131073, 0.217637
0.125000, 0.125000, 0.875000, 262144, 131073, 0.217836
0.125000, 0.150000, 0.875000, 262144, 131073, 0.217826
0.125000, 0.175000, 0.875000, 262144, 131073, 0.217639
0.125000, 0.200000, 0.875000, 262144, 131073, 0.217839
0.125000, 0.225000, 0.875000, 262144, 131073, 0.217448
0.125000, 0.250000, 0.875000, 262144, 131073, 0.217643
0.125000, 0.275000, 0.875000, 262144, 131073, 0.217634
0.125000, 0.300000, 0.875000, 262144, 131073, 0.217424
0.125000, 0.325000, 0.875000, 262144, 131073, 0.217633
0.125000, 0.350000, 0.875000, 262144, 131073, 0.217636
0.125000, 0.375000, 0.875000, 262144, 131073, 0.217630
0.125000, 0.400000, 0.875000, 262144, 131073, 0.217433
0.125000, 0.425000, 0.875000, 262144, 131073, 0.217643
0.125000, 0.450000, 0.875000, 262144, 131073, 0.217412
0.125000, 0.475000, 0.875000, 262144, 131073, 0.217822
